code,description,season_start,season_end,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,metered,restrict_typ,permit_no
PS-50CA,2 HMP MONDAY-FRIDAY 8AM-6PM ,,,120,8,18,10,1,1,1,1,1,,,,,,,
PS-50E,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 7AM-10AM,,,,7,10,3,1,1,1,1,1,,,,,,trucks,
PS-50EA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 7AM-10AM ,,,,7,10,3,1,1,1,1,1,,,,,,trucks,
PS-50GA,NO STANDING 10AM-10PM ALL DAYS ,,,,10,22,12,,,,,,,,1,,,,
PS-51B,NO PARKING  SATURDAY 8AM-8:30AM,,,,8,8.5,0.5,,,,,,1,,,,,,
PS-51BA,NO PARKING  SATURDAY 8AM-8:30AM ,,,,8,8.5,0.5,,,,,,1,,,,,,
PS-51C,1 HMP MONDAY-FRIDAY 8AM-3PM SATURDAY 9AM-7PM,,,60,8,15,7,1,1,1,1,1,,,,,1,,
PS-51C,1 HMP MONDAY-FRIDAY 8AM-3PM SATURDAY 9AM-7PM,,,60,9,19,10,,,,,,1,,,,1,,
PS-51CA,1 HMP MONDAY-FRIDAY 8AM-3PM SATURDAY 9AM-7PM ,,,60,8,15,7,1,1,1,1,1,,,,,1,,
PS-51CA,1 HMP MONDAY-FRIDAY 8AM-3PM SATURDAY 9AM-7PM ,,,60,9,19,10,,,,,,1,,,,1,,
PS-51E,TRUCK  FARMERS MARKET ONLY WEDNESDAY FRIDAY SATURDAY 5AM-7PM,,,,5,19,14,,,1,,1,1,,,,,trucks,
PS-51EA,TRUCK  FARMERS MARKET ONLY WEDNESDAY FRIDAY SATURDAY 5AM-7PM ,,,,5,19,14,,,1,,1,1,,,,,trucks,
PS-51F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  1 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,,7,10,3,1,1,1,1,1,,,,,,,
PS-51F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  1 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,,7.5,8,0.5,,,,,,1,,,,,,
PS-51F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  1 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,60,8,19,11,,,,,,1,,,,1,,
PS-51F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  1 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,,10,12,2,1,1,1,1,1,,,,,,trucks,
PS-51F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  1 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,60,12,16,4,1,1,1,1,1,,,,,1,,
PS-51F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  1 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,,16,19,3,1,1,1,1,1,,,,,,,
PS-51G,NO STANDING MONDAY-FRIDAY 3PM-7PM,,,,15,19,4,1,1,1,1,1,,,,,,,
PS-51GA,NO STANDING MONDAY-FRIDAY 3PM-7PM ,,,,15,19,4,1,1,1,1,1,,,,,,,
PS-52C,2 HOUR METERED PARKING 7AM-7PM EXCEPT SUNDAY,,,120,7,19,12,1,1,1,1,1,1,,,,1,,
PS-52CA,2 HOUR METERED PARKING 7AM-7PM EXCEPT SUNDAY ,,,120,7,19,12,1,1,1,1,1,1,,,,1,,
PS-52DA,STAR  AUTHORIZED VEHICLES ONLY CONSUL & DIPLOMAT LICENSE PLATES 7AM-4PM ALL DAYS  DELIVERY DECAL REQUIRED,,,,7,16,9,,,,,,,,1,,,government,
PS-52E,CROSS  DOCTOR LICENSE PLATES ONLY,,,,0,24,24,,,,,,,,1,,,authorized,
PS-52EA,CROSS  DOCTOR LICENSE PLATES ONLY ,,,,0,24,24,,,,,,,,1,,,authorized,
PS-52F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 8AM-8:30AM  TRUCK  TRUCK LOADING ONLY MON-FRI NOON-2PM  2 HMP MON-FRI 10AM-NOON 2PM-4PM SAT 8:30AM-7PM,,,,7,10,3,1,1,1,1,1,,,,,,,
PS-52F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 8AM-8:30AM  TRUCK  TRUCK LOADING ONLY MON-FRI NOON-2PM  2 HMP MON-FRI 10AM-NOON 2PM-4PM SAT 8:30AM-7PM,,,,8,8.5,0.5,,,,,,1,,,,,,
PS-52F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 8AM-8:30AM  TRUCK  TRUCK LOADING ONLY MON-FRI NOON-2PM  2 HMP MON-FRI 10AM-NOON 2PM-4PM SAT 8:30AM-7PM,,,120,8.5,19,10.5,,,,,,1,,,,1,,
PS-52F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 8AM-8:30AM  TRUCK  TRUCK LOADING ONLY MON-FRI NOON-2PM  2 HMP MON-FRI 10AM-NOON 2PM-4PM SAT 8:30AM-7PM,,,120,10,12,2,1,1,1,1,1,,,,,1,,
PS-52F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 8AM-8:30AM  TRUCK  TRUCK LOADING ONLY MON-FRI NOON-2PM  2 HMP MON-FRI 10AM-NOON 2PM-4PM SAT 8:30AM-7PM,,,,12,14,2,1,1,1,1,1,,,,,,trucks,
PS-52F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 8AM-8:30AM  TRUCK  TRUCK LOADING ONLY MON-FRI NOON-2PM  2 HMP MON-FRI 10AM-NOON 2PM-4PM SAT 8:30AM-7PM,,,120,12,14,2,1,1,1,1,1,,,,,1,,
PS-52F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 8AM-8:30AM  TRUCK  TRUCK LOADING ONLY MON-FRI NOON-2PM  2 HMP MON-FRI 10AM-NOON 2PM-4PM SAT 8:30AM-7PM,,,,16,19,3,1,1,1,1,1,,,,,,,
PS-52G,NO STANDING 8AM-10PM ALL DAYS,,,,8,22,14,,,,,,,,1,,,,
PS-52GA,NO STANDING 8AM-10PM ALL DAYS ,,,,8,22,14,,,,,,,,1,,,,
PS-53B,NO PARKING  TUESDAY 7:30AM-8AM,,,,7.5,8,0.5,,1,,,,,,,,,,
PS-53BA,NO PARKING  TUESDAY 7:30AM-8AM ,,,,7.5,8,0.5,,1,,,,,,,,,,
PS-53C,1 HOUR METERED PARKING 7AM-7PM EXCEPT SUNDAY,,,60,7,19,12,1,1,1,1,1,1,,,,1,,
PS-53CA,1 HOUR METERED PARKING 7AM-7PM EXCEPT SUNDAY ,,,60,7,19,12,1,1,1,1,1,1,,,,1,,
PS-53D,STAR  AUTHORIZED VEHICLES ONLY CONSUL & DIPLOMAT LICENSE PLATES MONDAY-FRIDAY 10AM-2PM  DELIVERY DECAL REQUIRED,,,,10,14,4,1,1,1,1,1,,,,,,government,
PS-53DA,STAR  AUTHORIZED VEHICLES ONLY CONSUL & DIPLOMAT LICENSE PLATES MONDAY-FRIDAY 10AM-2PM  DELIVERY DECAL REQUIRED,,,,10,14,4,1,1,1,1,1,,,,,,government,
PS-53G,NO PARKING MONDAY-FRIDAY 7AM-4PM,,,,7,16,9,1,1,1,1,1,,,,,,,
PS-53GA,NO PARKING MONDAY-FRIDAY 7AM-4PM ,,,,7,16,9,1,1,1,1,1,,,,,,,
PS-54B,NO PARKING  MONDAY THURSDAY 8AM-9:30AM,,,,8,9.5,1.5,1,,,1,,,,,,,,
PS-54BA,NO PARKING  MONDAY THURSDAY 8AM-9:30AM ,,,,8,9.5,1.5,1,,,1,,,,,,,,
PS-54C,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY,,,120,9,19,10,1,1,1,1,1,1,,,,1,,
PS-54CA,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY ,,,120,9,19,10,1,1,1,1,1,1,,,,1,,
PS-54CB,2 HOUR PARKING 9AM-7PM EXCEPT SUNDAY,,,120,9,19,11,1,1,1,1,1,1,,,,,,
PS-54CBA,2 HOUR PARKING 9AM-7PM EXCEPT SUNDAY ,,,120,9,19,11,1,1,1,1,1,1,,,,,,
PS-54DA,STAR  AUTHORIZED VEHICLES ONLY CONSUL & DIPLOMAT LICENSE PLATES 7AM-7PM EXCEPT SUNDAY  DELIVERY DECAL REQUIRED,,,,7,19,12,1,1,1,1,1,1,,,,,government,
PS-54E,TRUCK  TRUCK LOADING ONLY 7AM-7PM EXCEPT SUNDAY,,,,7,19,12,1,1,1,1,1,1,,,,,trucks,
PS-54EA,TRUCK  TRUCK LOADING ONLY 7AM-7PM EXCEPT SUNDAY ,,,,7,19,12,1,1,1,1,1,1,,,,,trucks,
PS-54G,NO PARKING 8AM-10PM EXCEPT SUNDAY,,,,8,22,14,1,1,1,1,1,1,,,,,,
PS-54GA,NO PARKING 8AM-10PM EXCEPT SUNDAY ,,,,8,22,14,1,1,1,1,1,1,,,,,,
PS-55B,NO PARKING  TUESDAY FRIDAY 11AM-12:30PM,,,,11,12.5,1.5,,1,,,1,,,,,,,
PS-55BA,NO PARKING  TUESDAY FRIDAY 11AM-12:30PM ,,,,11,12.5,1.5,,1,,,1,,,,,,,
PS-55C,1 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY,,,60,9,19,10,1,1,1,1,1,1,,,,1,,
PS-55CA,1 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY ,,,60,9,19,10,1,1,1,1,1,1,,,,1,,
PS-55CB,1 HOUR PARKING 9AM-7PM EXCEPT SUNDAY,,,60,9,19,10,1,1,1,1,1,1,,,,,,
PS-55CBA,1 HOUR PARKING 9AM-7PM EXCEPT SUNDAY ,,,60,9,19,10,1,1,1,1,1,1,,,,,,
PS-55E,TRUCK  FARMERS MARKET ONLY JULY-NOVEMBER WEDNESDAY 8AM-6PM,07-01,11-30,,8,18,10,,,1,,,,,,,,,
PS-55EA,TRUCK  FARMERS MARKET ONLY JULY-NOVEMBER WEDNESDAY 8AM-6PM ,07-01,11-30,,8,18,10,,,1,,,,,,,,trucks,
PS-55F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8:30AM-6PM  2 HMP SATURDAY 8:30AM-6PM,,,180,8.5,18,9.5,1,1,1,1,1,,,,,1,permit,commercial
PS-55F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8:30AM-6PM  2 HMP SATURDAY 8:30AM-6PM,,,120,8.5,18,9.5,,,,,,1,,,,1,,
PS-55GA,NO PARKING 7AM-9PM EXCEPT SUNDAY ,,,,7,21,14,1,1,1,1,1,1,,,,,,
PS-56B,NO PARKING  TUESDAY FRIDAY NOON-1:30PM,,,,12,13.5,1.5,,1,,,1,,,,,,,
PS-56BA,NO PARKING  TUESDAY FRIDAY NOON-1:30PM ,,,,12,13.5,1.5,,1,,,1,,,,,,,
PS-56C,2 HOUR METERED PARKING 8:30AM-7PM EXCEPT SUNDAY,,,120,8.5,19,10.5,1,1,1,1,1,1,,,,1,,
PS-56CA,2 HOUR METERED PARKING 8:30AM-7PM EXCEPT SUNDAY ,,,120,8.5,19,10.5,1,1,1,1,1,1,,,,1,,
PS-56CB,2 HOUR PARKING 8:30AM-7PM EXCEPT SUNDAY,,,120,8.5,19,10.5,1,1,1,1,1,1,,,,,,
PS-56CBA,2 HOUR PARKING 8:30AM-7PM EXCEPT SUNDAY ,,,120,8.5,19,10.5,1,1,1,1,1,1,,,,,,
PS-56EA,PRESS  NYP LICENSE PLATES ONLY MONDAY-FRIDAY 8AM-6PM ,,,,8,18,10,1,1,1,1,1,,,,,,permit,press
PS-56F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-1PM  1 HMP MONDAY-FRIDAY 1PM-10PM SATURDAY 8:30AM-10PM,,,180,7,13,6,1,1,1,1,1,,,,,1,permit,commercial
PS-56F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-1PM  1 HMP MONDAY-FRIDAY 1PM-10PM SATURDAY 8:30AM-10PM,,,60,8.5,22,13.5,,,,,,1,,,,1,,
PS-56F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-1PM  1 HMP MONDAY-FRIDAY 1PM-10PM SATURDAY 8:30AM-10PM,,,60,13,22,9,1,1,1,1,1,,,,,1,,
PS-56FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-1PM  1 HMP MONDAY-FRIDAY 1PM-10PM SATURDAY 8:30AM-10PM ,,,180,7,13,6,1,1,1,1,1,,,,,1,permit,commercial
PS-56FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-1PM  1 HMP MONDAY-FRIDAY 1PM-10PM SATURDAY 8:30AM-10PM ,,,60,8.5,22,13.5,,,,,,1,,,,1,,
PS-56FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-1PM  1 HMP MONDAY-FRIDAY 1PM-10PM SATURDAY 8:30AM-10PM ,,,60,13,22,9,1,1,1,1,1,,,,,1,,
PS-56GA,NO PARKING MONDAY-FRIDAY 8AM-5PM ,,,,8,17,9,1,1,1,1,1,,,,,,,
PS-57B,NO PARKING  MONDAY THURSDAY 9:30AM-11AM,,,,9.5,11,1.5,1,,,1,,,,,,,,
PS-57BA,NO PARKING  MONDAY THURSDAY 9:30AM-11AM ,,,,9.5,11,1.5,1,,,1,,,,,,,,
PS-57C,2 HOUR METERED PARKING MONDAY-FRIDAY 4PM-7PM SATURDAY 9AM-7PM,,,120,9,19,10,,,,,,1,,,,1,,
PS-57C,2 HOUR METERED PARKING MONDAY-FRIDAY 4PM-7PM SATURDAY 9AM-7PM,,,120,16,19,3,1,1,1,1,1,,,,,1,,
PS-57CA,2 HOUR METERED PARKING MONDAY-FRIDAY 4PM-7PM SATURDAY 9AM-7PM ,,,120,9,19,10,,,,,,1,,,,1,,
PS-57CA,2 HOUR METERED PARKING MONDAY-FRIDAY 4PM-7PM SATURDAY 9AM-7PM ,,,120,16,19,3,1,1,1,1,1,,,,,1,,
PS-57F,TRUCK TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  2 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM,,,120,8.5,12,3.5,1,1,1,1,1,,,,,1,,
PS-57F,TRUCK TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  2 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM,,,120,8.5,19,10.5,,,,,,1,,,,1,,
PS-57F,TRUCK TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  2 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM,,,,12,14,2,1,1,1,1,1,,,,,,trucks,
PS-57F,TRUCK TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  2 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM,,,120,14,19,5,1,1,1,1,1,,,,,1,,
PS-57FA,TRUCK TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  2 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM ,,,120,8.5,12,3.5,1,1,1,1,1,,,,,1,,
PS-57FA,TRUCK TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  2 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM ,,,120,8.5,19,10.5,,,,,,1,,,,1,,
PS-57FA,TRUCK TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  2 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM ,,,,12,14,2,1,1,1,1,1,,,,,,trucks,
PS-57FA,TRUCK TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  2 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM ,,,120,14,19,5,1,1,1,1,1,,,,,1,,
PS-57G,NO STANDING 4PM-7PM EXCEPT SUNDAY,,,,16,19,3,1,1,1,1,1,1,,,,,,
PS-57GA,NO STANDING 4PM-7PM EXCEPT SUNDAY ,,,,16,19,3,1,1,1,1,1,1,,,,,,
PS-58B,NO PARKING  MONDAY THURSDAY NOON-1:30PM,,,,12,13.5,1.5,1,,,1,,,,,,,,
PS-58BA,NO PARKING  MONDAY THURSDAY NOON-1:30PM ,,,,12,13.5,1.5,1,,,1,,,,,,,,
PS-58C,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-7PM SATURDAY 8AM-7PM,,,120,8,19,11,,,,,,1,,,,1,,
PS-58C,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-7PM SATURDAY 8AM-7PM,,,120,10,19,9,1,1,1,1,1,,,,,1,,
PS-58CA,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-7PM SATURDAY 8AM-7PM ,,,120,8,19,11,,,,,,1,,,,1,,
PS-58CA,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-7PM SATURDAY 8AM-7PM ,,,120,10,19,9,1,1,1,1,1,,,,,1,,
PS-58D,PRESS  NYP LICENSE PLATES ONLY MONDAY-FRIDAY 5PM-MIDNIGHT,,,,17,24,7,1,1,1,1,1,,,,,,permit,press
PS-58F,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  1 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM,,,60,8.5,12,3.5,1,1,1,1,1,,,,,1,,
PS-58F,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  1 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM,,,60,8.5,19,10.5,,,,,,1,,,,1,,
PS-58F,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  1 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM,,,,12,14,2,1,1,1,1,1,,,,,,trucks,
PS-58F,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  1 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM,,,60,14,19,5,1,1,1,1,1,,,,,1,,
PS-58FA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  1 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM ,,,60,8.5,12,3.5,1,1,1,1,1,,,,,1,,
PS-58FA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  1 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM ,,,60,8.5,19,10.5,,,,,,1,,,,1,,
PS-58FA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  1 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM ,,,,12,14,2,1,1,1,1,1,,,,,,trucks,
PS-58FA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM  1 HMP MONDAY-FRIDAY 8:30AM-NOON 2PM-7PM SATURDAY 8:30AM-7PM ,,,60,14,19,5,1,1,1,1,1,,,,,1,,
PS-59B,NO PARKING MONDAY WEDNESDAY FRIDAY 2AM-6AM,,,,2,6,4,1,,1,,1,,,,,,,
PS-59BA,NO PARKING MONDAY WEDNESDAY FRIDAY 2AM-6AM ,,,,2,6,4,1,,1,,1,,,,,,,
PS-59C,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-4PM SATURDAY 8AM-7PM,,,120,8,19,11,,,,,,1,,,,1,,
PS-59C,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-4PM SATURDAY 8AM-7PM,,,120,10,16,6,1,1,1,1,1,,,,,1,,
PS-59CA,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-4PM SATURDAY 8AM-7PM ,,,120,8,19,11,,,,,,1,,,,1,,
PS-59CA,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-4PM SATURDAY 8AM-7PM ,,,120,10,16,6,1,1,1,1,1,,,,,1,,
PS-59DA,STAR  AVO MAYORS OFFICE OF FILM THEATER & BROADCASTING MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-59G,NO STANDING 7AM-10AM 4PM-7PM ALL DAYS,,,,7,10,3,,,,,,,,1,,,,
PS-59G,NO STANDING 7AM-10AM 4PM-7PM ALL DAYS,,,,16,19,3,,,,,,,,1,,,,
PS-59GA,NO STANDING 7AM-10AM 4PM-7PM ALL DAYS ,,,,7,10,3,,,,,,,,1,,,,
PS-59GA,NO STANDING 7AM-10AM 4PM-7PM ALL DAYS ,,,,16,19,3,,,,,,,,1,,,,
PS-5B,NO PARKING TUESDAY FRIDAY 5:30AM-6AM,,,,5.5,6,0.5,,1,,,1,,,,,,,
PS-5D,STAR  AVO US MAIL MONDAY-FRIDAY 6AM-7PM,,,,6,19,13,1,1,1,1,1,,,,,,authorized,
PS-5DA,STAR  AVO US MAIL MONDAY-FRIDAY 6AM-7PM ,,,,6,19,13,1,1,1,1,1,,,,,,authorized,
PS-5E,TRUCK  FLEA MARKET LOADING ONLY APRIL-NOVEMBER SATURDAY & SUNDAY 8AM-10AM 5PM-8PM,04-01,11-30,,8,10,2,,,,,,1,1,,,,trucks,
PS-5E,TRUCK  FLEA MARKET LOADING ONLY APRIL-NOVEMBER SATURDAY & SUNDAY 8AM-10AM 5PM-8PM,04-01,11-30,,17,20,3,,,,,,1,1,,,,trucks,
PS-5EA,TRUCK  FLEA MARKET LOADING ONLY APRIL-NOVEMBER SATURDAY & SUNDAY 8AM-10AM 5PM-8PM ,04-01,11-30,,8,10,2,,,,,,1,1,,,,trucks,
PS-5EA,TRUCK  FLEA MARKET LOADING ONLY APRIL-NOVEMBER SATURDAY & SUNDAY 8AM-10AM 5PM-8PM ,04-01,11-30,,17,20,3,,,,,,1,1,,,,trucks,
PS-5F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7:30AM-7PM  1 HMP SATURDAY 7:30AM-7PM,,,180,7.5,19,11.5,1,1,1,1,1,,,,,1,permit,commercial
PS-5F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7:30AM-7PM  1 HMP SATURDAY 7:30AM-7PM,,,60,7.5,19,11.5,,,,,,1,,,,1,,
PS-5G,NO STANDING 11PM-6AM ALL DAYS,,,,0,6,6,,,,,,,,1,,,,
PS-5G,NO STANDING 11PM-6AM ALL DAYS,,,,23,24,1,,,,,,,,1,,,,
PS-5GA,NO STANDING 11PM-6AM ALL DAYS ,,,,0,6,6,,,,,,,,1,,,,
PS-5GA,NO STANDING 11PM-6AM ALL DAYS ,,,,23,24,1,,,,,,,,1,,,,
PS-60B,NO PARKING MONDAY WEDNESDAY FRIDAY 3AM-6AM,,,,3,6,3,1,,1,,1,,,,,,,
PS-60BA,NO PARKING MONDAY WEDNESDAY FRIDAY 3AM-6AM ,,,,3,6,3,1,,1,,1,,,,,,,
PS-60C,1 HOUR METERED PARKING MONDAY-FRIDAY 10AM-4PM SATURDAY 8AM-7PM,,,60,8,19,11,,,,,,1,,,,1,,
PS-60C,1 HOUR METERED PARKING MONDAY-FRIDAY 10AM-4PM SATURDAY 8AM-7PM,,,60,10,16,6,1,1,1,1,1,,,,,1,,
PS-60CA,1 HOUR METERED PARKING MONDAY-FRIDAY 10AM-4PM SATURDAY 8AM-7PM ,,,60,8,19,11,,,,,,1,,,,1,,
PS-60CA,1 HOUR METERED PARKING MONDAY-FRIDAY 10AM-4PM SATURDAY 8AM-7PM ,,,60,10,16,6,1,1,1,1,1,,,,,1,,
PS-60CB,1 HOUR PARKING MONDAY-FRIDAY 10AM-4PM SATURDAY 8AM-7PM,,,60,8,19,11,,,,,,1,,,,,,
PS-60CB,1 HOUR PARKING MONDAY-FRIDAY 10AM-4PM SATURDAY 8AM-7PM,,,60,10,16,6,1,1,1,1,1,,,,,,,
PS-60D,STAR  AVO APPELATE DIVISION SUPREME COURT MONDAY-FRIDAY 7AM-7PM,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-60EA,CROSS  AMBULETTE ONLY 7AM-7PM EXCEPT SUNDAY ,,,,7,19,12,1,1,1,1,1,1,,,,,emergency,
PS-60FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-6PM EXCEPT SUNDAY  6 HMP SATURDAY 6PM-MIDNIGHT ,,,180,7,18,11,1,1,1,1,1,1,,,,1,permit,commercial
PS-60FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-6PM EXCEPT SUNDAY  6 HMP SATURDAY 6PM-MIDNIGHT ,,,360,18,24,6,,,,,,1,,,,1,,
PS-61B,NO PARKING MONDAY WEDNESDAY FRIDAY 4:30AM-6AM,,,,4.5,6,1.5,1,,1,,1,,,,,,,
PS-61BA,NO PARKING MONDAY WEDNESDAY FRIDAY 4:30AM-6AM ,,,,4.5,6,1.5,1,,1,,1,,,,,,,
PS-61C,1 HOUR METERED PARKING 8:30AM-7PM EXCEPT SUNDAY,,,60,8.5,19,10.5,1,1,1,1,1,1,,,,1,,
PS-61CA,1 HOUR METERED PARKING 8:30AM-7PM EXCEPT SUNDAY ,,,60,8.5,19,10.5,1,1,1,1,1,1,,,,1,,
PS-61CB,1 HOUR PARKING 8:30AM-7PM EXCEPT SUNDAY,,,60,8.5,19,10.5,1,1,1,1,1,1,,,,,,
PS-61CBA,1 HOUR PARKING 8:30AM-7PM EXCEPT SUNDAY ,,,60,8.5,19,10.5,1,1,1,1,1,1,,,,,,
PS-61EA,TAXI HAIL  TAXI STAND MONDAY-FRIDAY 8AM-6PM ,,,,8,18,10,1,1,1,1,1,,,,,,taxi,
PS-61GA,NO PARKING 6PM-11PM ALL DAYS ,,,,18,23,5,,,,,,,,1,,,,
PS-62B,NO PARKING TUESDAY THURSDAY SATURDAY 4:30AM-6AM,,,,4.5,6,1.5,,1,,1,,1,,,,,,
PS-62BA,NO PARKING TUESDAY THURSDAY SATURDAY 4:30AM-6AM ,,,,4.5,6,1.5,,1,,1,,1,,,,,,
PS-62C,1 HOUR METERED PARKING 10AM-7PM EXCEPT SUNDAY,,,60,10,19,9,1,1,1,1,1,1,,,,1,,
PS-62CA,1 HOUR METERED PARKING 10AM-7PM EXCEPT SUNDAY ,,,60,10,19,9,1,1,1,1,1,1,,,,1,,
PS-62CB,1 HOUR PARKING 10AM-7PM EXCEPT SUNDAY,,,60,10,19,9,1,1,1,1,1,1,,,,,,
PS-62CBA,1 HOUR PARKING 10AM-7PM EXCEPT SUNDAY ,,,60,10,19,9,1,1,1,1,1,1,,,,,,
