code,description,season_start,season_end,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,metered,restrict_typ,permit_no
SP-1114B,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 10AM-4PM EXC SUN  5 HMP 7PM-MIDNIGHT EXC SUN,,,,7,10,3,1,1,1,1,1,1,,,,,,
SP-1114B,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 10AM-4PM EXC SUN  5 HMP 7PM-MIDNIGHT EXC SUN,,,180,10,16,6,1,1,1,1,1,1,,,,1,permit,commercial
SP-1114B,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 10AM-4PM EXC SUN  5 HMP 7PM-MIDNIGHT EXC SUN,,,,16,19,3,1,1,1,1,1,1,,,,,,
SP-1114B,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 10AM-4PM EXC SUN  5 HMP 7PM-MIDNIGHT EXC SUN,,,300,19,24,5,1,1,1,1,1,1,,,,1,,
SP-1114BA,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 10AM-4PM EXC SUN  5 HMP 7PM-MIDNIGHT EXC SUN ,,,,7,10,3,1,1,1,1,1,1,,,,,,
SP-1114BA,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 10AM-4PM EXC SUN  5 HMP 7PM-MIDNIGHT EXC SUN ,,,180,10,16,6,1,1,1,1,1,1,,,,1,permit,commercial
SP-1114BA,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 10AM-4PM EXC SUN  5 HMP 7PM-MIDNIGHT EXC SUN ,,,,16,19,3,1,1,1,1,1,1,,,,,,
SP-1114BA,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 10AM-4PM EXC SUN  5 HMP 7PM-MIDNIGHT EXC SUN ,,,300,19,24,5,1,1,1,1,1,1,,,,1,,
SP-1116B,N/S MON-FRI 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 10AM-2PM  1 HMP SAT 9AM-7PM,,,,7,10,3,1,1,1,1,1,,,,,,,
SP-1116B,N/S MON-FRI 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 10AM-2PM  1 HMP SAT 9AM-7PM,,,60,9,19,10,,,,,,1,,,,1,,
SP-1116B,N/S MON-FRI 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 10AM-2PM  1 HMP SAT 9AM-7PM,,,180,10,14,4,1,1,1,1,1,,,,,1,permit,commercial
SP-1116B,N/S MON-FRI 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 10AM-2PM  1 HMP SAT 9AM-7PM,,,,14,19,5,1,1,1,1,1,,,,,,,
SP-1117B,N/S M-F 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S M-F 10AM-2PM  1 HMP M-F 7PM-10PM SAT 9AM-10PM,,,,7,10,3,1,1,1,1,1,,,,,,,
SP-1117B,N/S M-F 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S M-F 10AM-2PM  1 HMP M-F 7PM-10PM SAT 9AM-10PM,,,60,9,22,13,,,,,,1,,,,1,,
SP-1117B,N/S M-F 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S M-F 10AM-2PM  1 HMP M-F 7PM-10PM SAT 9AM-10PM,,,180,10,14,4,1,1,1,1,1,,,,,1,permit,commercial
SP-1117B,N/S M-F 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S M-F 10AM-2PM  1 HMP M-F 7PM-10PM SAT 9AM-10PM,,,,14,19,5,1,1,1,1,1,,,,,,,
SP-1117B,N/S M-F 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S M-F 10AM-2PM  1 HMP M-F 7PM-10PM SAT 9AM-10PM,,,60,19,22,3,1,1,1,1,1,,,,,1,,
SP-1117BA,N/S M-F 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S M-F 10AM-2PM  1 HMP M-F 7PM-10PM SAT 9AM-10PM,,,,7,10,3,1,1,1,1,1,,,,,,,
SP-1117BA,N/S M-F 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S M-F 10AM-2PM  1 HMP M-F 7PM-10PM SAT 9AM-10PM,,,60,9,22,13,,,,,,1,,,,1,,
SP-1117BA,N/S M-F 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S M-F 10AM-2PM  1 HMP M-F 7PM-10PM SAT 9AM-10PM,,,180,10,14,4,1,1,1,1,1,,,,,1,permit,commercial
SP-1117BA,N/S M-F 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S M-F 10AM-2PM  1 HMP M-F 7PM-10PM SAT 9AM-10PM,,,,14,19,5,1,1,1,1,1,,,,,,,
SP-1117BA,N/S M-F 7AM-10AM 2PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S M-F 10AM-2PM  1 HMP M-F 7PM-10PM SAT 9AM-10PM,,,60,19,22,3,1,1,1,1,1,,,,,1,,
SP-1119B,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN  2 HMP 7PM-11PM EXC SUN,,,,7,10,3,1,1,1,1,1,1,,,,,,
SP-1119B,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN  2 HMP 7PM-11PM EXC SUN,,,180,10,16,6,1,1,1,1,1,1,,,,1,permit,commercial
SP-1119B,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN  2 HMP 7PM-11PM EXC SUN,,,,16,19,3,1,1,1,1,1,1,,,,,,
SP-1119B,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN  2 HMP 7PM-11PM EXC SUN,,,120,19,23,4,1,1,1,1,1,1,,,,1,,
SP-1119BA,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN  2 HMP 7PM-11PM EXC SUN,,,,7,10,3,1,1,1,1,1,1,,,,,,
SP-1119BA,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN  2 HMP 7PM-11PM EXC SUN,,,180,10,16,6,1,1,1,1,1,1,,,,1,permit,commercial
SP-1119BA,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN  2 HMP 7PM-11PM EXC SUN,,,,16,19,3,1,1,1,1,1,1,,,,,,
SP-1119BA,N/S 7AM-10AM 4PM-7PM EXC SUN  3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN  2 HMP 7PM-11PM EXC SUN,,,120,19,23,4,1,1,1,1,1,1,,,,1,,
SP-111C,NO PARKING 8AM-7PM MON THRU FRI,,,,8,19,11,1,1,1,1,1,,,,,,,
SP-111CA,NO PARKING 8AM-7PM MON THRU FRI,,,,8,19,11,1,1,1,1,1,,,,,,,
SP-1120B,NO STANDING MONDAY-FRIDAY 7AM-10AM 4PM-7PM,,,,7,10,3,1,1,1,1,1,,,,,,,
SP-1120B,NO STANDING MONDAY-FRIDAY 7AM-10AM 4PM-7PM,,,,16,19,3,1,1,1,1,1,,,,,,,
SP-1120BA,NO STANDING MONDAY-FRIDAY 7AM-10AM 4PM-7PM ,,,,7,10,3,1,1,1,1,1,,,,,,,
SP-1120BA,NO STANDING MONDAY-FRIDAY 7AM-10AM 4PM-7PM ,,,,16,19,3,1,1,1,1,1,,,,,,,
SP-1121B,NO STANDING MONDAY-FRIDAY 4PM-7PM,,,,16,19,3,1,1,1,1,1,,,,,,,
SP-1121BA,NO STANDING MONDAY-FRIDAY 4PM-7PM ,,,,16,19,3,1,1,1,1,1,,,,,,,
SP-1122B,NO STANDING MONDAY-FRIDAY 7AM-7PM,,,,7,19,12,1,1,1,1,1,,,,,,,
SP-1122BA,NO STANDING MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,,
SP-1124BA,NO STANDING SUNDAY-THURSDAY 9AM-5PM ,,,,9,17,8,1,1,1,1,,,1,,,,,
SP-1127B,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-6PM EXCEPT SUNDAY  2 HOUR METERED PARKING 6PM-10PM EXCEPT SUNDAY,,,180,7,18,11,1,1,1,1,1,1,,,,1,permit,commercial
SP-1127B,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-6PM EXCEPT SUNDAY  2 HOUR METERED PARKING 6PM-10PM EXCEPT SUNDAY,,,120,18,22,4,1,1,1,1,1,1,,,,1,,
SP-1129B,NO STANDING 7AM-8AM EXCEPT SUNDAY,,,,7,8,1,1,1,1,1,1,1,,,,,,
SP-1129BA,NO STANDING 7AM-8AM EXCEPT SUNDAY ,,,,7,8,1,1,1,1,1,1,1,,,,,,
SP-112CA,NO PARKING 5AM-6PM MON THRU FRI,,,,5,18,13,1,1,1,1,1,,,,,,,
SP-113B,NO STANDING 3PM-7PM MON THRU FRI EXCEPT BUSES,,,,15,19,4,1,1,1,1,1,,,,,,bus,
SP-113CA,NO PARKING 7AM-7PM EXCEPT SUNDAY EXCEPT AUTHORIZED VEHICLES,,,,7,19,12,1,1,1,1,1,1,,,,,authorized,
SP-114C,NO PARKING 6AM-7PM MON THRU FRI,,,,6,19,13,1,1,1,1,1,,,,,,,
SP-114CA,NO PARKING 6AM-7PM MON THRU FRI,,,,6,19,13,1,1,1,1,1,,,,,,,
SP-115C,NO PARKING 7AM-MIDNIGHT EXCEPT SUNDAY,,,,7,24,17,1,1,1,1,1,1,,,,,,
SP-115CA,NO PARKING 7AM-MIDNIGHT EXCEPT SUNDAY,,,,7,24,17,1,1,1,1,1,1,,,,,,
SP-116BA,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 9AM-4PM MON THRU FRI,,,,9,16,7,1,1,1,1,1,,,,,,trucks,
SP-117C,NO PARKING 7AM-6PM MON THRU FRI,,,,7,18,11,1,1,1,1,1,,,,,,,
SP-117CA,NO PARKING 7AM-6PM MON THRU FRI,,,,7,18,11,1,1,1,1,1,,,,,,,
SP-118BA,NO STANDING,,,,0,24,24,,,,,,,,1,,,,
SP-118E,2 HOUR PARKING 7AM-7PM MON THRU FRI,,,120,7,19,12,1,1,1,1,1,,,,,,,
SP-118EA,2 HOUR PARKING 7AM-7PM MON THRU FRI,,,120,7,19,12,1,1,1,1,1,,,,,,,
SP-11B,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 8AM-6PM EXCEPT SUNDAY,,,,8,18,10,1,1,1,1,1,1,,,,,trucks,
SP-11BA,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 8AM-6PM EXCEPT SUNDAY,,,,8,18,10,1,1,1,1,1,1,,,,,trucks,
SP-120BA,NO STANDING 7AM-8PM,,,,7,20,13,,,,,,,,1,,,,
SP-120C,NO PARKING 5AM-4PM MON THRU FRI,,,,5,16,11,1,1,1,1,1,,,,,,,
SP-120CA,NO PARKING 5AM-4PM MON THRU FRI,,,,5,16,11,1,1,1,1,1,,,,,,,
SP-121B,TOW AWAY ZONE NO STANDING EXCEPT VEHICLES WITH DPL OR FC LICENSE PLATES,,,,0,24,24,,,,,,,,1,,,government,
SP-121C,NO PARKING 8AM-4PM MON THRU FRI,,,,8,16,8,1,1,1,1,1,,,,,,,
SP-121CA,NO PARKING 8AM-4PM MON THRU FRI,,,,8,16,8,1,1,1,1,1,,,,,,,
SP-124B,NO STANDING 3PM-7PM MON THRU FRI,,,,15,19,4,1,1,1,1,1,,,,,,,
SP-124BA,NO STANDING 3PM-7PM MON THRU FRI,,,,15,19,4,1,1,1,1,1,,,,,,,
SP-124C,NO PARKING 8AM-6PM INCLUDING SUNDAY,,,,8,18,10,,,,,,,,1,,,,
SP-124CA,NO PARKING 8AM-6PM INCLUDING SUNDAY,,,,8,18,10,,,,,,,,1,,,,
SP-125B,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-3PM EXCEPT SUNDAY,,,,7,15,8,1,1,1,1,1,1,,,,,trucks,
SP-125BA,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-3PM EXCEPT SUNDAY,,,,7,15,8,1,1,1,1,1,1,,,,,trucks,
SP-127C,NO PARKING 9AM-6PM MON THRU FRI,,,,9,18,9,1,1,1,1,1,,,,,,,
SP-127CA,NO PARKING 9AM-6PM MON THRU FRI,,,,9,18,9,1,1,1,1,1,,,,,,,
SP-128B,NO STANDING 7AM-4PM SCHOOL DAYS,,,,7,16,9,1,1,1,1,1,,,,school,,,
SP-128BA,NO STANDING 7AM-4PM SCHOOL DAYS,,,,7,16,9,1,1,1,1,1,,,,school,,,
SP-128C,NO PARKING 7AM-5PM SCHOOL DAYS,,,,7,17,10,1,1,1,1,1,,,,school,,,
SP-128CA,NO PARKING 7AM-5PM SCHOOL DAYS,,,,7,17,10,1,1,1,1,1,,,,school,,,
SP-129B,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-1PM EXCEPT SUNDAY,,,,7,13,6,1,1,1,1,1,1,,,,,trucks,
SP-129BA,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-1PM EXCEPT SUNDAY,,,,7,13,6,1,1,1,1,1,1,,,,,trucks,
SP-12B,NO STANDING TRUCK WAITING LINE,,,,0,24,24,,,,,,,,1,,,trucks,
SP-12BA,NO STANDING TRUCK WAITING LINE,,,,0,24,24,,,,,,,,1,,,trucks,
SP-130B,NO STANDING 1PM-7PM EXCEPT SUNDAY,,,,13,19,6,1,1,1,1,1,1,,,,,,
SP-130C,NO PARKING 7AM-7PM INCLUDING SUNDAY,,,,7,19,12,,,,,,,,1,,,,
SP-130CA,NO PARKING 7AM-7PM INCLUDING SUNDAY,,,,7,19,12,,,,,,,,1,,,,
SP-131B,NO STANDING 8AM-5PM MON THRU FRI  EXCEPT AUTHORIZED VEHICLES,,,,8,17,9,1,1,1,1,1,,,,,,authorized,
SP-131BA,NO STANDING 8AM-5PM MON THRU FRI  EXCEPT AUTHORIZED VEHICLES,,,,8,17,9,1,1,1,1,1,,,,,,authorized,
SP-132C,NO PARKING 7AM-10PM EXCEPT SUNDAY,,,,7,22,15,1,1,1,1,1,1,,,,,,
SP-132CA,NO PARKING 7AM-10PM EXCEPT SUNDAY,,,,7,22,15,1,1,1,1,1,1,,,,,,
SP-133B,NO STANDING EXCEPT AUTHORIZED VEHICLES DEPT OF TRANSPORTATION PERMIT ONLY,,,,0,24,24,,,,,,,,1,,,authorized,
SP-133C,NO PARKING 7AM-7PM SCHOOL DAYS,,,,7,19,12,1,1,1,1,1,,,,school,,,
SP-133CA,NO PARKING 7AM-7PM SCHOOL DAYS,,,,7,19,12,1,1,1,1,1,,,,school,,,
SP-133E,1 HOUR PARKING 10AM-7PM EXCEPT SUNDAY,,,60,10,19,9,1,1,1,1,1,1,,,,,,
SP-133EA,1 HOUR PARKING 10AM-7PM EXCEPT SUNDAY,,,60,10,19,9,1,1,1,1,1,1,,,,,,
SP-133EB,1 HR MUNI-METER PARKING 10AM-7PM EXCEPT SUNDAY,,,60,10,19,9,1,1,1,1,1,1,,,,1,,
SP-133EBA,1 HR MUNI-METER PARKING 10AM-7PM EXCEPT SUNDAY,,,60,10,19,9,1,1,1,1,1,1,,,,1,,
SP-134C,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY,,,,8,24,16,1,1,1,1,1,1,,,,,,
SP-134CA,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY,,,,8,24,16,1,1,1,1,1,1,,,,,,
SP-134EA,2 HOUR PARKING 10AM-7PM EXCEPT SUNDAY,,,120,10,19,9,1,1,1,1,1,1,,,,,,
SP-134EB,2 HR MUNI-METER PARKING 10AM-7PM EXCEPT SUNDAY,,,120,10,19,9,1,1,1,1,1,1,,,,1,,
SP-134EBA,2 HR MUNI-METER PARKING 10AM-7PM EXCEPT SUNDAY,,,120,10,19,9,1,1,1,1,1,1,,,,1,,
SP-135C,NO PARKING 8AM-10PM INCLUDING SUNDAY,,,,8,22,14,,,,,,,,1,,,,
SP-135CA,NO PARKING 8AM-10PM INCLUDING SUNDAY,,,,8,22,14,,,,,,,,1,,,,
SP-136C,NO PARKING 6AM-4PM MON THRU FRI,,,,6,16,10,1,1,1,1,1,,,,,,,
SP-136CA,NO PARKING 6AM-4PM MON THRU FRI,,,,6,16,10,1,1,1,1,1,,,,,,,
SP-137CA,NO PARKING 8AM-5PM EXCEPT SUNDAY,,,,8,17,9,1,1,1,1,1,1,,,,,,
SP-138C,NO PARKING 8AM-6PM TUES & THURS,,,,8,18,10,,1,,1,,,,,,,,
SP-138CA,NO PARKING 8AM-6PM TUES & THURS,,,,8,18,10,,1,,1,,,,,,,,
SP-139B,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 8AM-MIDNIGHT EXCEPT SUNDAY,,,,8,24,16,1,1,1,1,1,1,,,,,trucks,
SP-139BA,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 8AM-MIDNIGHT EXCEPT SUNDAY,,,,8,24,16,1,1,1,1,1,1,,,,,trucks,
SP-139CA,NO PARKING 7:30AM-8AM EXCEPT SUNDAY,,,,7.5,8,0.5,1,1,1,1,1,1,,,,,,
SP-13B,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 8AM-1PM EXCEPT SUNDAY,,,,8,13,5,1,1,1,1,1,1,,,,,trucks,
SP-13BA,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 8AM-1PM EXCEPT SUNDAY,,,,8,13,5,1,1,1,1,1,1,,,,,trucks,
SP-13CA,NO PARKING 1PM-MIDNIGHT SATURDAY,,,,13,24,11,,,,,,1,,,,,,
SP-141B,NO STANDING EXCEPT AUTHORIZED VEHICLES MON WED FRI,,,,0,24,24,1,,1,,1,,,,,,,
SP-141BA,NO STANDING EXCEPT AUTHORIZED VEHICLES MON WED FRI,,,,0,24,24,1,,1,,1,,,,,,,
SP-145E,1 HOUR PARKING 8:30AM-7PM EXCEPT SUNDAY,,,60,8.5,19,10.5,1,1,1,1,1,1,,,,,,
SP-145EA,1 HOUR PARKING 8:30AM-7PM EXCEPT SUNDAY,,,60,8.5,19,10.5,1,1,1,1,1,1,,,,,,
SP-145EB,1 HR MUNI-METER PARKING 8:30AM-7PM EXCEPT SUNDAY,,,60,8.5,19,10.5,1,1,1,1,1,1,,,,1,,
SP-145EBA,1 HR MUNI-METER PARKING 8:30AM-7PM EXCEPT SUNDAY,,,60,8.5,19,10.5,1,1,1,1,1,1,,,,1,,
SP-146B,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 8AM-6PM TUES THURS SAT,,,,8,18,10,,1,,1,,1,,,,,trucks,
SP-146C,RED ZONE NO PARKING NO STANDING NO STOPPING NO KIDDING,,,,0,24,24,,,,,,,,1,,,,
SP-146E,2 HOUR PARKING 8:30AM-7PM EXCEPT SUNDAY,,,120,8.5,19,10.5,1,1,1,1,1,1,,,,,,
SP-146EA,2 HOUR PARKING 8:30AM-7PM EXCEPT SUNDAY,,,120,8.5,19,10.5,1,1,1,1,1,1,,,,,,
SP-146EB,2 HR MUNI-METER PARKING 8:30AM-7PM EXCEPT SUNDAY,,,120,8.5,19,10.5,1,1,1,1,1,1,,,,1,,
SP-146EBA,2 HR MUNI-METER PARKING 8:30AM-7PM EXCEPT SUNDAY,,,120,8.5,19,10.5,1,1,1,1,1,1,,,,1,,
SP-147BA,NO STANDING 8AM-6PM MON WED FRI,,,,8,18,10,1,,1,,1,,,,,,,
SP-147C,NO PARKING  8AM-9AM MON THRU FRI,,,,8,9,1,1,1,1,1,1,,,,,,,
SP-147CA,NO PARKING  8AM-9AM MON THRU FRI,,,,8,9,1,1,1,1,1,1,,,,,,,
SP-147EB,1 HR MUNI-METER PARKING 9:30AM-7PM EXCEPT SUNDAY,,,60,9.5,19,9.5,1,1,1,1,1,1,,,,1,,
SP-147EBA,1 HR MUNI-METER PARKING 9:30AM-7PM EXCEPT SUNDAY,,,60,9.5,19,9.5,1,1,1,1,1,1,,,,1,,
SP-148E,2 HOUR PARKING 9:30AM-7PM EXCEPT SUNDAY,,,120,9.5,19,9.5,1,1,1,1,1,1,,,,,,
SP-148EA,2 HOUR PARKING 9:30AM-7PM EXCEPT SUNDAY,,,120,9.5,19,9.5,1,1,1,1,1,1,,,,,,
SP-148EB,2 HR MUNI-METER PARKING 9:30AM-7PM EXCEPT SUNDAY,,,120,9.5,19,9.5,1,1,1,1,1,1,,,,1,,
SP-148EBA,2 HR MUNI-METER PARKING 9:30AM-7PM EXCEPT SUNDAY,,,120,9.5,19,9.5,1,1,1,1,1,1,,,,1,,
SP-149B,NO STANDING 5PM-7PM MON THRU FRI,,,,17,19,2,1,1,1,1,1,,,,,,,
SP-149BA,NO STANDING 5PM-7PM MON THRU FRI,,,,17,19,2,1,1,1,1,1,,,,,,,
SP-149C,NO PARKING 7AM-4PM SCHOOL DAYS & SUNDAY,,,,7,16,9,1,1,1,1,1,,1,,school,,,
SP-149CA,NO PARKING 7AM-4PM SCHOOL DAYS & SUNDAY,,,,7,16,9,1,1,1,1,1,,1,,school,,,
SP-14A,NO STOPPING ANYTIME,,,,0,24,24,,,,,,,,1,,,,
SP-14AA,NO STOPPING ANYTIME,,,,0,24,24,,,,,,,,1,,,,
SP-14CA,NO PARKING SUNDAY & HOLIDAYS,,,,0,24,24,,,,,,,1,,holiday,,,
SP-150B,NO STANDING EXCEPT HORSE DRAWN CABS,,,,0,24,24,,,,,,,,,,,taxi,
SP-150BA,NO STANDING EXCEPT HORSE DRAWN CABS,,,,0,24,24,,,,,,,,,,,taxi,
SP-150CA,NO PARKING 7AM-3PM MON & THURS,,,,7,15,8,1,,,1,,,,,,,,
SP-151BA,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 9AM-2PM MON THRU FRI,,,,9,14,5,1,1,1,1,1,,,,,,trucks,
SP-151CA,NO PARKING 7AM-3PM WED & SAT,,,,7,15,8,,,1,,,1,,,,,,
SP-152B,NO STANDING HOTEL LOADING ZONE,,,,0,24,24,,,,,,,,1,,,,
SP-152BA,NO STANDING HOTEL LOADING ZONE,,,,0,24,24,,,,,,,,1,,,,
SP-152C,NO PARKING 7AM-3PM TUES & FRI,,,,7,15,8,,1,,,1,,,,,,,
SP-152CA,NO PARKING 7AM-3PM TUES & FRI,,,,7,15,8,,1,,,1,,,,,,,
SP-153B,NO STANDING EXCEPT AUTHORIZED VEHICLES DEPT OF GENERAL SERVICES PERMIT ONLY,,,,0,24,24,,,,,,,,1,,,government,
SP-154D,PARKING PERMITTED 8AM-6PM TUES ONLY,,,,0,24,24,1,,1,1,1,1,1,,,,,
SP-154D,PARKING PERMITTED 8AM-6PM TUES ONLY,,,,0,8,8,,1,,,,,,,,,,
SP-154D,PARKING PERMITTED 8AM-6PM TUES ONLY,,,,18,24,6,,1,,,,,,,,,,
SP-154DA,PARKING PERMITTED 8AM-6PM TUES ONLY,,,,0,24,24,1,,1,1,1,1,1,,,,,
SP-154DA,PARKING PERMITTED 8AM-6PM TUES ONLY,,,,0,8,8,,1,,,,,,,,,,
SP-154DA,PARKING PERMITTED 8AM-6PM TUES ONLY,,,,18,24,6,,1,,,,,,,,,,
SP-155B,NO STANDING 8AM-9:30AM MON THRU FRI,,,,8,9.5,1.5,1,1,1,1,1,,,,,,,
SP-155BA,NO STANDING 8AM-9:30AM MON THRU FRI,,,,8,9.5,1.5,1,1,1,1,1,,,,,,,
SP-155C,NO PARKING 7AM-MIDNIGHT INCLUDING SUNDAY,,,,7,24,17,,,,,,,,1,,,,
SP-155CA,NO PARKING 7AM-MIDNIGHT INCLUDING SUNDAY,,,,7,24,17,,,,,,,,1,,,,
SP-155D,PARKING PERMITTED 8AM-6PM WED ONLY,,,,0,24,24,1,1,,1,1,1,1,,,,,
SP-155D,PARKING PERMITTED 8AM-6PM WED ONLY,,,,0,8,8,,,1,,,,,,,,,
SP-155D,PARKING PERMITTED 8AM-6PM WED ONLY,,,,18,24,6,,,1,,,,,,,,,
SP-155DA,PARKING PERMITTED 8AM-6PM WED ONLY,,,,0,24,24,1,1,,1,1,1,1,,,,,
SP-155DA,PARKING PERMITTED 8AM-6PM WED ONLY,,,,0,8,8,,,1,,,,,,,,,
SP-155DA,PARKING PERMITTED 8AM-6PM WED ONLY,,,,18,24,6,,,1,,,,,,,,,
SP-156C,NO PARKING  8AM-9AM EXCEPT SUNDAY,,,,8,9,1,1,1,1,1,1,1,,,,,,
SP-156CA,NO PARKING  8AM-9AM EXCEPT SUNDAY,,,,8,9,1,1,1,1,1,1,1,,,,,,
SP-157C,NO PARKING 8AM-7PM INCLUDING SUNDAY,,,,8,19,11,,,,,,,,1,,,,
SP-157CA,NO PARKING 8AM-7PM INCLUDING SUNDAY,,,,8,19,11,,,,,,,,1,,,,
SP-15A,NO STOPPING 11PM-4AM FRI & SAT,,,,0,4,4,,,,,1,1,,,,,,
SP-15A,NO STOPPING 11PM-4AM FRI & SAT,,,,23,24,1,,,,,1,1,,,,,,
SP-15AA,NO STOPPING 11PM-4AM FRI & SAT,,,,0,4,4,,,,,1,1,,,,,,
SP-15AA,NO STOPPING 11PM-4AM FRI & SAT,,,,23,24,1,,,,,1,1,,,,,,
SP-15B,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,,,,7,19,12,1,1,1,1,1,,,,,,trucks,
SP-15BA,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,,,,7,19,12,1,1,1,1,1,,,,,,trucks,
SP-15C,NO PARKING FIRE ZONE,,,,0,24,24,,,,,,,,1,,,,
SP-160C,NO PARKING 9PM-7AM INCLUDING SUNDAY,,,,0,7,7,,,,,,,,1,,,,
SP-160C,NO PARKING 9PM-7AM INCLUDING SUNDAY,,,,21,24,3,,,,,,,,1,,,,
SP-160CA,NO PARKING 9PM-7AM INCLUDING SUNDAY,,,,0,7,7,,,,,,,,1,,,,
SP-160CA,NO PARKING 9PM-7AM INCLUDING SUNDAY,,,,21,24,3,,,,,,,,1,,,,
SP-160E,4 HOUR PARKING 8AM-8PM EXCEPT SUNDAY,,,240,8,20,12,1,1,1,1,1,1,,,,,,
SP-160EA,4 HOUR PARKING 8AM-8PM EXCEPT SUNDAY,,,240,8,20,12,1,1,1,1,1,1,,,,,,
SP-160EB,4 HR MUNI-METER PARKING 8AM-8PM EXCEPT SUNDAY,,,240,8,20,12,1,1,1,1,1,1,,,,1,,
