"ID","Code","Description","season_start","season_end","time_max_parking","time_start","time_end","time_duration","LUN","MAR","MER","JEU","VEN","SAM","DIM","DAILY","special_days","restrict_type"
659,"SLR-ST-43","9H À 12H - MARDI - 15 AVR AU 15 NOV - ENTRETIEN","04-15","11-15",,9,12,3,,1,,,,,,,,"maintenance"
660,"SLR-ST-44","9H À 15H MARDI",,,,9,15,6,,1,,,,,,,,
661,"SLR-ST-45","13H00 À 14H00 MARDI 15 AVR - 15 NOV","04-15","11-15",,13,14,1,,1,,,,,,,,
662,"SLR-ST-46","13H À 15H MARDI 15 MARS - 15 NOVEMBRE - ENTRETIEN","03-15","11-15",,13,15,2,,1,,,,,,,,
663,"SLR-St-47","13H À 17H MARDI",,,,13,17,4,,1,,,,,,,,
664,"SLR-ST-48","8H à 12H - MERCREDI",,,,8,12,4,,,1,,,,,,,
665,"SLR-ST-49","13H à 15H MERCREDI 15 MRS - 15 NOV. ENTRETIEN","03-15","11-15",,12,15,3,,,1,,,,,,,"maintenance"
666,"SLR-ST-51","13H À 17H MERCREDI",,,,13,17,4,,,1,,,,,,,
667,"SLR-ST-52","8H À 12H - JEUDI",,,,8,12,4,,,,1,,,,,,
668,"SLR-ST-53","12H À 16H JEUDI",,,,12,16,4,,,,1,,,,,,
669,"SLR-ST-54","13H À 16H - JEUDI - 15 AVR - 15 NOV","04-15","11-15",,13,16,3,,,,1,,,,,,
670,"SLR-ST-55","7H À 15H VENDREDI",,,,7,15,8,,,,,1,,,,,
671,"SLR-ST-56","7H À 12H VENDREDI",,,,7,12,5,,,,,1,,,,,
672,"SLR-ST-57","8H00 À 9H00 LUN ET MER 15 MARS À 15 NOV - ENTRETIEN","03-15","11-15",,8,9,1,1,,1,,,,,,,"maintenance"
673,"SLR-ST-58","13H À 14H - LUN ET MER - 15 MARS AU 15 NOV - ENTRETIEN","03-15","11-15",,13,14,1,1,,1,,,,,,,"maintenance"
676,"SLR-ST-61","8H À 17H LUNDI JEUDI 3 MÈTRES",,,,8,17,9,,,,1,,,,,,
677,"SLR-ST-63","LUN MER VEN",,,,0,,24,1,,1,,1,,,,,
678,"SLR-ST-65","8H À 16H30 - LUN MER VEN",,,,8,16.5,8.5,1,,1,,1,,,,,
679,"SLR-ST-66","8H À 17H LUN MER VEN 15 NOV - 15 AVR","11-15","04-15",,8,17,9,1,,1,,1,,,,,
681,"SLR-ST-69","8H À 17H LUN MER VEN 1er SEPT AU 31 MAI","09-01","05-31",,8,17,9,1,,1,,1,,,,,
683,"SLR-ST-71","8H À 19H LUN MER VEN",,,,8,19,11,1,,1,,1,,,,,
684,"SLR-ST-74","9H À 12H 14H à 17H LUN MER VEN",,,,9,12,3,1,,1,,1,,,,,
684,"SLR-ST-74","9H À 12H 14H à 17H LUN MER VEN",,,,14,17,3,1,,1,,1,,,,,
685,"SLR-ST-75","9H À 17H LUN MER VEN 15 NOV AU 15 MARS, 11H À 12H MERCREDI 15 MARS AU 15 NOV","11-15","03-15",,9,17,8,1,,1,,1,,,,,
685,"SLR-ST-75","9H À 17H LUN MER VEN 15 NOV AU 15 MARS, 11H À 12H MERCREDI 15 MARS AU 15 NOV","03-15","11-15",,11,12,1,,,1,,,,,,,
686,"SLR-ST-76","13H À 17H LUN MER VEN 15 AVR - 15 NOV","04-15","11-15",,13,17,4,1,,1,,1,,,,,
687,"SLR-ST-77","13H À 17H LUN MER VEN   ",,,,13,17,4,1,,1,,1,,,,,
688,"SLR-ST-78","18H À 24H LUN MER VEN",,,,18,24,6,1,,1,,1,,,,,
693,"SLR-ST-83","LUN MER VEN DIM",,,,0,,24,1,,1,,1,,1,,,
695,"SLR-ST-86","8H00 À 9H00 MAR ET JEU 15 MARS AU 15 NOV ENTRETIEN","03-15","11-15",,8,9,1,,1,,1,,,,,,"maintenance"
696,"SLR-ST-87","8H À 12H MAR JEU",,,,8,12,4,,1,,1,,,,,,
697,"SLR-ST-88","8H À 16H30 - MAR JEU",,,,8,16.5,8.5,,1,,1,,,,,,
699,"SLR-ST-90","8H À 17H MAR JEU 15 AVR - 15 NOV","04-15","11-15",,8,17,9,,1,,1,,,,,,
700,"SLR-ST-91","8H À 17H MAR JEU 1er SEPT AU 31 MAI","09-01","05-31",,8,17,9,,1,,1,,,,,,
702,"SLR-ST-94","8H À 19H MAR JEU",,,,8,19,11,,1,,1,,,,,,
703,"SLR-ST-95","9H À 12H MAR JEU",,,,9,12,3,,1,,1,,,,,,
704,"SLR-ST-96","9H À 12H MAR JEU 15 AVR AU 15 NOV","04-15","11-15",,9,12,3,,1,,1,,,,,,
705,"SLR-ST-98","9H À 17H MAR JEU 15 NOV AU 15 MARS - 11H À 12H JEUDI 15 MARS AU 15 NOV","03-15","11-15",,11,12,1,,,,1,,,,,,
705,"SLR-ST-98","9H À 17H MAR JEU 15 NOV AU 15 MARS - 11H À 12H JEUDI 15 MARS AU 15 NOV","11-15","03-15",,9,17,8,,1,,1,,,,,,
706,"SLR-ST-99","13H À 14H MAR ET JEU 15 MARS AU 15 NOV - ENTRETIEN","03-15","11-15",,13,14,1,,1,,1,,,,,,"maintenance"
707,"SM-JB","\P 8h-16h LUN A VEN EXCEPTE LIVRAISON VEHICULES COMMERCIAUX",,,,8,16,8,1,1,1,1,1,,,,,"delivery,commercial"
708,"SS-AA","\P 9h30-11h LUN A SAM",,,,9.5,11,1.5,1,1,1,1,1,1,,,,
709,"SS-JB","\P 08h-16h LUN. AU SAM.",,,,8,16,8,1,1,1,1,1,1,,,,
710,"SS-JC","\P 08h-17h LUN. AU SAM.",,,,8,17,9,1,1,1,1,1,1,,,,
711,"SS-JD","\P 08h-19h LUN. AU SAM.",,,,8,19,11,1,1,1,1,1,1,,,,
712,"SS-JE","\P 07h30-18h LUN. AU SAM.",,,,7.5,18,10.5,1,1,1,1,1,1,,,,
713,"SS-JF","\P 09h-16h LUN A SAM",,,,9,16,7,1,1,1,1,1,1,,,,
714,"SS-JH","\P 07h30-19h LUN A SAM",,,,7.5,19,11.5,1,1,1,1,1,1,,,,
715,"SS-JI","\P 06h-18h LUN A SAM",,,,6,18,12,1,1,1,1,1,1,,,,
716,"SS-JM","\P 07h-16h LUN A VEN ET 07h-12h SAMEDI",,,,7,16,9,1,1,1,1,1,,,,,
716,"SS-JM","\P 07h-16h LUN A VEN ET 07h-12h SAMEDI",,,,7,12,5,,,,,,1,,,,
717,"SS-JN","\P 08h-15h30 LUN A SAM",,,,8,15.5,7.5,1,1,1,1,1,1,,,,
718,"SS-JQ","\P 09h30-16h LUN. AU SAM.",,,,9.5,16,6.5,1,1,1,1,1,1,,,,
719,"SS-JS","\P 09h30-18h LUN. AU SAM.",,,,9.5,18,8.5,1,1,1,1,1,1,,,,
720,"SS-JT","\P 07h-15h30 LUN A SAM",,,,7,15.5,8.5,1,1,1,1,1,1,,,,
721,"SS-OC","\P 07h-18h LUN. AU SAM.",,,,7,18,11,1,1,1,1,1,1,,,,
722,"SS-OD","\P 08h-18h LUN. AU SAM.",,,,8,18,10,1,1,1,1,1,1,,,,
723,"SS-OG","\P 09h30-15h30 LUN. AU SAM.",,,,9.5,15.5,6,1,1,1,1,1,1,,,,
724,"ST-AA","\P 06h-07h LUN. MER. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,6,7,1,1,,1,,1,,,,,
725,"ST-AD-A","\P 07h-08h LUN. MER. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,7,8,1,1,,1,,1,,,,,
726,"ST-AE","\P 07h30-08h30 LUN. MER. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,7.5,8.5,1,1,,1,,1,,,,,
727,"ST-AE-A","\P 07h30-08h30 LUN. MER. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,7.5,8.5,1,1,,1,,1,,,,,
728,"ST-AL","\P 09h30-10h30 LUN. MER. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,9.5,10.5,1,1,,1,1,,,,,,
729,"ST-AL-A","\P 09h30-10h30 LUN. MER. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,9.5,10.5,1,1,,1,1,,,,,,
730,"ST-AO","\P 07h-09h LUN. MER. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,7,9,2,1,,1,,1,,,,,
731,"ST-AO-A","\P 07h-09h LUN. MER. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,7,9,2,1,,1,,1,,,,,
732,"ST-AQ","\P 09h-12h MARDI MERCREDI VENDREDI",,,,9,12,3,,1,1,,1,,,,,
733,"ST-AS","\P 09h-10h MARDI MERCREDI VENDREDI",,,,9,10,1,,1,1,,1,,,,,
734,"ST-AU","\P 12h30-13h30 LUNDI, MERCREDI ET VENDREDI",,,,12.5,13.5,1,1,,1,,1,,,,,
735,"ST-DA","\P 13h-15h30 LUN. MER. JEU.",,,,13,15.5,2.5,1,,1,1,,,,,,
736,"ST-JA","\P 09h-17h MAR. MER. VEN.",,,,9,17,8,,1,1,,1,,,,,
737,"ST-JB","\P 09h30-17h LUN. MER. JEU.",,,,9.5,17,7.5,1,,1,1,,,,,,
738,"ST-JC","\P 08h-16h LUNDI MERCREDI JEUDI",,,,8,16,8,1,,1,1,,,,,,
739,"ST-JD","\P 09h-18h MAR. MER. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,9,18,9,,1,1,,1,,,,,
740,"ST-JE","\P 09h-18h MAR. MER. VEN.",,,,9,18,9,,1,1,,1,,,,,
741,"ST-JF","\P 9h-21h LUN. MER. VEN.",,,,9,21,12,1,,1,,1,,,,,
742,"ST-JJ","\P 09h-17h LUN. MER. JEU.",,,,9,17,8,1,,1,1,,,,,,
743,"ST-JN","\P 09h-18h LUN. MER. VEN.",,,,9,18,9,1,,1,,1,,,,,
744,"ST-JU","\P 09h-17h LUN. MER. VEN.",,,,9,17,8,1,,1,,1,,,,,
745,"ST-NA","\P 0h-7h LUNDI MARDI MERCREDI",,,,0,7,7,1,1,1,,,,,,,
746,"ST-OA","\P 08h-17h JEUDI AU SAMEDI",,,,8,17,9,,,,1,1,1,,,,
747,"ST-OB","\P 08h-17h LUNDI ET JEUDI",,,,8,17,9,1,,,1,,,,,,
748,"ST-OC","\P 08h-17h MARDI, MERCREDI ET VENDREDI",,,,8,17,9,,1,1,,1,,,,,
749,"ST-ON","\P 7h-19h LUN. MER. VEN.",,,,7,19,12,1,,1,,1,,,,,
750,"ST-OO","\P 07h-16h LUN ET MER ET JEU",,,,7,16,9,1,,1,1,,,,,,
751,"ST-PC","\P 13h-16h LUN. MER. JEU.",,,,13,16,3,1,,1,1,,,,,,
752,"ST-PG","\P 17h-18h LUN. MER. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,17,18,1,1,,1,,1,,,,,
753,"ST-PH","\P 20h-21h LUN. MER. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,20,21,1,1,,1,,1,,,,,
754,"ST-PJ","\P 22h-23h LUN. MER. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,22,23,1,1,,1,,1,,,,,
755,"ST-PL","\P 14h-16h LUNDI MERCREDI JEUDI",,,,14,16,2,1,,1,1,,,,,,
756,"SU-AB-A","\P 08h30-11h30 LUNDI 1AVRIL AU 1DEC.","04-01","12-01",,8.5,11.5,3,1,,,,,,,,,
757,"SU-AC-A","\P 08h30-11h30 MARDI 1 AVRIL AU 1 DEC.","04-01","12-01",,8.5,11.5,3,,1,,,,,,,,
758,"SU-AD-A","\P 08h-11h MER. 1 AVRIL AU 1 DEC.","04-01","12-01",,8,11,3,,,1,,,,,,,
759,"SU-AE-A","\P 08h30-11h30 MER. 1 AVRIL AU 1 DEC.","04-01","12-01",,8.5,11.5,3,,,1,,,,,,,
760,"SU-AF-A","\P 09h-11h MER. 1 AVRIL AU 1 DEC.","04-01","12-01",,9,11,2,,,1,,,,,,,
761,"SU-AH-A","\P 08h-11h JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,8,11,3,,,,1,,,,,,
762,"SU-AI-A","\P 08h30-11h30 JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,8.5,11.5,3,,,,1,,,,,,
763,"SU-AJ-A","\P 08h-11h VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,8,11,3,,,,,1,,,,,
764,"SU-AK-A","\P 08h30-11h30 VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,8.5,11.5,3,,,,,1,,,,,
765,"SU-AL-A","\P 07h30-10h30 MER. 1 AVRIL AU 1 DEC.","04-01","12-01",,7.5,10.5,3,,,1,,,,,,,
766,"SU-AM-A","\P 07h-10h VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,7,10,3,,,,,1,,,,,
767,"SU-AN-A","\P 07h-09h MARDI 1 AVRIL AU 1 DEC.","04-01","12-01",,7,9,2,,1,,,,,,,,
768,"SU-AO-A","\P 07h30-09h MARDI 1 AVRIL AU 1 DEC.","04-01","12-01",,7.5,9,1.5,,1,,,,,,,,
769,"SU-AP-A","\P 07h30-09h JEUDI 1 AVRIL AU 1 DEC.","04-01","12-01",,7.5,9,1.5,,,,1,,,,,,
770,"SU-AQ-A","\P 07h30-09h LUNDI 1 AVRIL AU 1 DEC.","04-01","12-01",,7.5,9,1.5,1,,,,,,,,,
771,"SU-AR-A","\P 07h30-09h MERCREDI 1 AVRIL AU 1 DEC.","04-01","12-01",,7.5,9,1.5,,,1,,,,,,,
772,"SU-AS-A","\P 08h-11h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,8,11,3,1,,,,,,,,,
773,"SU-AT-A","\P 09h-11h LUNDI 1 AVRIL AU 1 DEC.","04-01","12-01",,9,11,2,1,,,,,,,,,
774,"SU-AU-A","\P 10h-12h LUNDI 1 AVRIL AU 1 DEC.","04-01","12-01",,10,12,2,1,,,,,,,,,
775,"SU-AV-A","\P 09h-11h MARDI 1 AVRIL AU 1 DEC.","04-01","12-01",,9,11,2,,1,,,,,,,,
776,"SU-AW-A","\P 10h-12h MARDI 1 AVRIL AU 1 DEC.","04-01","12-01",,10,12,2,,1,,,,,,,,
777,"SU-AX-A","\P 10h-12h MERCREDI 1 AVRIL AU 1 DEC.","04-01","12-01",,10,12,2,,,1,,,,,,,
778,"SU-AY-A","\P 09h-11h JEUDI 1 AVRIL AU 1 DEC.","04-01","12-01",,9,11,2,,,,1,,,,,,
779,"SU-AZ-A","\P 10h-12h JEUDI 1 AVRIL AU 1 DEC.","04-01","12-01",,10,12,2,,,,1,,,,,,
780,"SU-BF-A","\P 06h-07h MERCREDI 1 AVRIL AU 1 DEC.","04-01","12-01",,6,7,1,,,1,,,,,,,
781,"SU-JA","\P 08h-09h JEU. 1 MARS AU 1 DEC.","03-01","12-01",,8,9,1,,,,1,,,,,,
782,"SU-JA-A","\P 08h-09h JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,8,9,1,,,,1,,,,,,
783,"SU-JB","\P 08h30-09h30 JEU. 1 MARS AU 1 DEC.","03-01","12-01",,8.5,9.5,1,,,,1,,,,,,
784,"SU-JB-A","\P 08h30-09h30 JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,8.5,9.5,1,,,,1,,,,,,
785,"SU-JC","\P 09h-10h JEU. 1 MARS AU 1 DEC.","03-01","12-01",,9,10,1,,,,1,,,,,,
786,"SU-JC-A","\P 09h-10h JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,9,10,1,,,,1,,,,,,
787,"SU-JD","\P 09h30-10h30 JEU. 1 MARS AU 1 DEC.","03-01","12-01",,9.5,10.5,1,,,,1,,,,,,
788,"SU-JD-A","\P 09h30-10h30 JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,9.5,10.5,1,,,,1,,,,,,
789,"SU-JE","\P 10h-11h JEU. 1 MARS AU 1 DEC.","03-01","12-01",,10,11,1,,,,1,,,,,,
790,"SU-JE-A","\P 10h-11h JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,10,11,1,,,,1,,,,,,
791,"SU-JF","\P 10h30-11h30 JEU. 1 MARS AU 1 DEC.","03-01","12-01",,10.5,11.5,1,,,,1,,,,,,
792,"SU-JF-A","\P 10h30-11h30 JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,10.5,11.5,1,,,,1,,,,,,
793,"SU-JF-A+F","\P 10h30-11h30 JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,10.5,11.5,1,,,,1,,,,,,
794,"SU-JG","\P 11h-12h JEU. 1 MARS AU 1 DEC.","03-01","12-01",,11,12,1,,,,1,,,,,,
795,"SU-JI","\P 09h-19h SAM.",,,,9,19,10,,,,,,1,,,,
796,"SU-JJ","\P 12h-13h JEU. 1 MARS AU 1 DEC.","03-01","12-01",,12,13,1,,,,1,,,,,,
797,"SU-JJ-A","\P 12h-13h JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,12,13,1,,,,1,,,,,,
798,"SU-JK","\P 12h30-13h30 JEU. 1 MARS AU 1 DEC.","03-01","12-01",,12.5,13.5,1,,,,1,,,,,,
799,"SU-JK-A","\P 12h30-13h30 JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,12.5,13.5,1,,,,1,,,,,,
800,"SU-JL","\P 13h-14h JEU. 1 MARS AU 1 DEC.","03-01","12-01",,13,14,1,,,,1,,,,,,
801,"SU-JL-A","\P 13h-14h JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,13,14,1,,,,1,,,,,,
802,"SU-JL-A+F","\P 13h-14h JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,13,14,1,,,,1,,,,,,
803,"SU-JM","\P 13h30-14h30 JEU. 1 MARS AU 1 DEC.","03-01","12-01",,13.5,14.5,1,,,,1,,,,,,
804,"SU-JM-A","\P 13h30-14h30 JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,13.5,14.5,1,,,,1,,,,,,
805,"SU-JM-A+F","\P 13h30-14h30 JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,13.5,14.5,1,,,,1,,,,,,
806,"SU-JN","\P 14h-15h JEU. 1 MARS AU 1 DEC.","03-01","12-01",,14,15,1,,,,1,,,,,,
807,"SU-JN-A","\P 14h-15h JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,14,15,1,,,,1,,,,,,
808,"SU-JO","\P 14h30-15h30 JEU. 1 MARS AU 1 DEC.","03-01","12-01",,14.5,15.5,1,,,,1,,,,,,
809,"SU-JO-A","\P 14h30-15h30 JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,14.5,15.5,1,,,,1,,,,,,
810,"SU-JP","\P 15h-16h JEU. 1 MARS AU 1 DEC.","03-01","12-01",,15,16,1,,,,1,,,,,,
811,"SU-JP-A","\P 15h-16h JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,15,16,1,,,,1,,,,,,
812,"SU-JQ","\P 15h30-16h30 JEU. 1 MARS AU 1 DEC.","03-01","12-01",,15.5,16.5,1,,,,1,,,,,,
813,"SU-JS","\P 07h-08h JEU. 1 MARS AU 1 DEC.","03-01","12-01",,7,8,1,,,,1,,,,,,
814,"SU-JS-A","\P 07h-08h JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,7,8,1,,,,1,,,,,,
815,"SU-JT","\P 07h30-08h30 JEU. 1 MARS AU 1 DEC.","03-01","12-01",,7.5,8.5,1,,,,1,,,,,,
816,"SU-JT-A","\P 07h30-08h30 JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,7.5,8.5,1,,,,1,,,,,,
817,"SU-JU","\P 09h-17h JEU.",,,,9,17,8,,,,1,,,,,,
818,"SU-JV","\P 09h-17h MER.",,,,9,17,8,,,1,,,,,,,
819,"SU-JX-A","\P 09h-17h LUNDI 1 AVRIL AU 1 DEC.","04-01","12-01",,9,17,8,1,,,,,,,,,
820,"SU-JY-A","\P 09h-17h MERCREDI 1 AVRIL AU 1 DEC.","04-01","12-01",,9,17,8,,,1,,,,,,,
821,"SU-JZ","\P 08h-18h LUNDI",,,,8,18,10,1,,,,,,,,,
822,"SU-LA","\P 08h-09h LUN. 1 MARS AU 1 DEC.","03-01","12-01",,8,9,1,1,,,,,,,,,
823,"SU-LA-A","\P 08h-09h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,8,9,1,1,,,,,,,,,
824,"SU-LB","\P 08h30-09h30 LUN. 1 MARS AU 1 DEC.","03-01","12-01",,8.5,9.5,1,1,,,,,,,,,
825,"SU-LB-A","\P 08h30-09h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,8.5,9.5,1,1,,,,,,,,,
826,"SU-LC","\P 09h-10h LUN. 1 MARS AU 1 DEC.","03-01","12-01",,9,10,1,1,,,,,,,,,
827,"SU-LC-A","\P 09h-10h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,9,10,1,1,,,,,,,,,
828,"SU-LD","\P 09h30-10h30 LUN. 1 MARS AU 1 DEC.","03-01","12-01",,9.5,10.5,1,1,,,,,,,,,
829,"SU-LD-A","\P 09h30-10h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,9.5,10.5,1,1,,,,,,,,,
830,"SU-LD-A+F","\P 09h30-10h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,9.5,10.5,1,1,,,,,,,,,
831,"SU-LE","\P 10h-11h LUN. 1 MARS AU 1 DEC.","03-01","12-01",,10,11,1,1,,,,,,,,,
832,"SU-LE-A","\P 10h-11h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,10,11,1,1,,,,,,,,,
833,"SU-LE-A+F","\P 10h-11h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,10,11,1,1,,,,,,,,,
834,"SU-LF","\P 10h30-11h30 LUN. 1 MARS AU 1 DEC.","03-01","12-01",,10.5,11.5,1,1,,,,,,,,,
835,"SU-LF-A","\P 10h30-11h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,10.5,11.5,1,1,,,,,,,,,
836,"SU-LF-A+F","\P 10h30-11h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,10.5,11.5,1,1,,,,,,,,,
837,"SU-LG","\P 11h-12h LUN. 1 MARS AU 1 DEC.","03-01","12-01",,11,12,1,1,,,,,,,,,
838,"SU-LG-A","\P 11h-12h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,11,12,1,1,,,,,,,,,
839,"SU-LJ","\P 12h-13h LUN. 1 MARS AU 1 DEC.","03-01","12-01",,12,13,1,1,,,,,,,,,
840,"SU-LJ-A","\P 12h-13h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,12,13,1,1,,,,,,,,,
841,"SU-LK","\P 12h30-13h30 LUN. 1 MARS AU 1 DEC.","03-01","12-01",,12.5,13.5,1,1,,,,,,,,,
842,"SU-LK-A","\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,12.5,13.5,1,1,,,,,,,,,
843,"SU-LK-A+F","\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,12.5,13.5,1,1,,,,,,,,,
844,"SU-LL","\P 13h-14h LUN. 1 MARS AU 1 DEC.","03-01","12-01",,13,14,1,1,,,,,,,,,
845,"SU-LL-A","\P 13h-14h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,13,14,1,1,,,,,,,,,
846,"SU-LL-A+F","\P 13h-14h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,13,14,1,1,,,,,,,,,
847,"SU-LM","\P 13h30-14h30 LUN. 1 MARS AU 1 DEC.","03-01","12-01",,13.5,14.5,1,1,,,,,,,,,
848,"SU-LM-A","\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,13.5,14.5,1,1,,,,,,,,,
849,"SU-LM-A+F","\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,13.5,14.5,1,1,,,,,,,,,
850,"SU-LN","\P 14h-15h LUN. 1 MARS AU 1 DEC.","03-01","12-01",,14,15,1,1,,,,,,,,,
851,"SU-LN-A","\P 14h-15h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,14,15,1,1,,,,,,,,,
852,"SU-LO","\P 14h30-15h30 LUN. 1 MARS AU 1 DEC.","03-01","12-01",,14.5,15.5,1,1,,,,,,,,,
853,"SU-LO-A","\P 14h30-15h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,14.5,15.5,1,1,,,,,,,,,
854,"SU-LO-A+F","\P 14h30-15h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,14.5,15.5,1,1,,,,,,,,,
855,"SU-LP","\P 15h-16h LUN. 1 MARS AU 1 DEC.","03-01","12-01",,15,16,1,1,,,,,,,,,
856,"SU-LQ","\P 15h30-16h30 LUN. 1 MARS AU 1 DEC.","03-01","12-01",,15.5,16.5,1,1,,,,,,,,,
857,"SU-LR","\P 16h-17h LUN. 1 MARS AU 1 DEC.","03-01","12-01",,16,17,1,1,,,,,,,,,
858,"SU-LR-A","\P 16h-17h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,16,17,1,1,,,,,,,,,
859,"SU-LS","\P 07h-08h LUN. 1 MARS AU 1 DEC.","03-01","12-01",,7,8,1,1,,,,,,,,,
860,"SU-LS-A","\P 07h-08h LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,7,8,1,1,,,,,,,,,
861,"SU-LT","\P 07h30-08h30 LUN. 1 MARS AU 1 DEC.","03-01","12-01",,7.5,8.5,1,1,,,,,,,,,
862,"SU-LT-A","\P 07h30-08h30 LUN. 1 AVRIL AU 1 DEC.","04-01","12-01",,7.5,8.5,1,1,,,,,,,,,
863,"SU-LU","\P 09h-10h DIM. 1 MARS AU 1 DEC.","03-01","12-01",,9,10,1,,,,,,,1,,,
864,"SU-LV-A","\P 12h30-15h30 LUNDI 1AVRIL AU 1 DEC.","04-01","12-01",,12.5,15.5,3,1,,,,,,,,,
865,"SU-MA","\P 08h-09h MAR. 1 MARS AU 1 DEC.","03-01","12-01",,8,9,1,,1,,,,,,,,
866,"SU-MA-A","\P 08h-09h MAR. 1 AVRIL AU 1 DEC.","04-01","12-01",,8,9,1,,1,,,,,,,,
867,"SU-MB","\P 08h30-09h30 MAR. 1 MARS AU 1 DEC.","03-01","12-01",,8.5,9.5,1,,1,,,,,,,,
868,"SU-MB-A","\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.","04-01","12-01",,8.5,9.5,1,,1,,,,,,,,
869,"SU-MC","\P 09h-10h MAR. 1 MARS AU 1 DEC.","03-01","12-01",,9,10,1,,1,,,,,,,,
870,"SU-MC-A","\P 09h-10h MAR. 1 AVRIL AU 1 DEC.","04-01","12-01",,9,10,1,,1,,,,,,,,
871,"SU-MD","\P 09h30-10h30 MAR. 1 MARS AU 1 DEC.","03-01","12-01",,9.5,10.5,1,,1,,,,,,,,
872,"SU-MD-A","\P 09h30-10h30 MAR. 1 AVRIL AU 1 DEC.","04-01","12-01",,9.5,10.5,1,,1,,,,,,,,
873,"SU-MD-A+F","\P 09h30-10h30 MAR. 1 AVRIL AU 1 DEC.","04-01","12-01",,9.5,10.5,1,,1,,,,,,,,
874,"SU-ME","\P 10h-11h MAR. 1 MARS AU 1 DEC.","03-01","12-01",,10,11,1,,1,,,,,,,,
875,"SU-ME-A","\P 10h-11h MAR. 1 AVRIL AU 1 DEC.","04-01","12-01",,10,11,1,,1,,,,,,,,
876,"SU-ME-A+F","\P 10h-11h MAR. 1 AVRIL AU 1 DEC.","04-01","12-01",,10,11,1,,1,,,,,,,,
877,"SU-MF","\P 10h30-11h30 MAR. 1 MARS AU 1 DEC.","03-01","12-01",,10.5,11.5,1,,1,,,,,,,,
878,"SU-MF-A","\P 10h30-11h30 MAR. 1 AVRIL AU 1 DEC.","04-01","12-01",,10.5,11.5,1,,1,,,,,,,,
